;siren;denominationUsuelleEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte;trancheEffectifsEtablissement;denomination;FJ
407;269201547;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
408;269300935;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
409;269301016;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
410;269301164;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
411;269301248;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
412;269302618;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
413;269401063;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
414;269401154;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
415;269401204;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
416;269401345;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
417;269500047;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
418;269500088;;2017.0;500 à 999 salariés;41.0;nan;nan
419;269500153;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
420;269501631;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
421;269504726;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
422;269710414;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
423;269710448;;2017.0;500 à 999 salariés;41.0;nan;nan
424;269710877;;2017.0;500 à 999 salariés;41.0;nan;nan
425;269720728;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
426;269733028;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
427;269733119;;2017.0;500 à 999 salariés;41.0;nan;nan
428;269740114;;2017.0;500 à 999 salariés;41.0;nan;nan
429;269740353;;2017.0;500 à 999 salariés;41.0;nan;nan
430;269741187;;2017.0;500 à 999 salariés;41.0;nan;nan
431;269742144;;2017.0;500 à 999 salariés;41.0;nan;nan
432;269742318;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
433;279200224;;2017.0;500 à 999 salariés;41.0;nan;nan
434;279300198;;2017.0;500 à 999 salariés;41.0;nan;nan
435;300684727;;2017.0;500 à 999 salariés;41.0;nan;nan
436;300702305;;2017.0;500 à 999 salariés;41.0;LECTRA;565116000
437;300758109;;2017.0;500 à 999 salariés;41.0;nan;nan
438;301251880;;2017.0;2 000 à 4 999 salariés;51.0;PHONE REGIE;nan
439;301309605;;2017.0;500 à 999 salariés;41.0;nan;nan
440;301374690;;2017.0;1 000 à 1 999 salariés;42.0;LIEBHERR FRANCE;nan
441;301374922;;2017.0;500 à 999 salariés;41.0;BLEDINA;nan
442;301501391;;2017.0;500 à 999 salariés;41.0;SAFRAN ELECTRICAL & POWER;nan
443;301503231;;2017.0;500 à 999 salariés;41.0;SOCIETE D' ECONOMIE MIXTE DES TRANSPORTS PUBLICS DE L' AGGLO;nan
444;301520920;;2017.0;1 000 à 1 999 salariés;42.0;TEFAL;nan
445;301763405;;2017.0;500 à 999 salariés;41.0;CEVA SANTE ANIMALE;nan
446;301790705;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
447;301850277;;2017.0;500 à 999 salariés;41.0;SOCIETE DE TRAITEMENT INFORMATIQUES DES MOYENNES ENTREPRISES;nan
448;302079462;;2017.0;500 à 999 salariés;41.0;NESTLE PURINA PETCARE FRANCE;nan
449;302264262;;2017.0;500 à 999 salariés;41.0;ATELIERS D ARMANCON;nan
450;302333075;;2017.0;500 à 999 salariés;41.0;WEST PHARMACEUTICAL SERVICES FRANCE SA;nan
451;302421193;;2017.0;500 à 999 salariés;41.0;nan;nan
452;302507652;;2017.0;500 à 999 salariés;41.0;THYSSENKRUPP PRESTA FRANCE SAS;nan
453;302588462;;2017.0;1 000 à 1 999 salariés;42.0;SAIPEM S.A;nan
454;302891114;;2017.0;500 à 999 salariés;41.0;nan;nan
455;303236186;CGI FINANCE;2017.0;500 à 999 salariés;41.0;nan;nan
456;303409593;ELIOR SERVICES PROPRETE ET ELIOR SERVICES SANTE;2017.0;2 000 à 4 999 salariés;51.0;ELIOR SERVICES PROPRETE ET SANTE;nan
457;303742480;;2017.0;500 à 999 salariés;41.0;nan;nan
458;303970230;;2017.0;500 à 999 salariés;41.0;SOMFY ACTIVITES SA;nan
459;304187701;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
460;304497852;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
461;304602956;U ENSEIGNE;2017.0;500 à 999 salariés;41.0;COOPERATIVE U ENSEIGNE;nan
462;304634975;;2017.0;500 à 999 salariés;41.0;FRANPRIX LEADER PRICE - DIRECTION ET SUPPORTS (PAR ABRÉVIATI;nan
463;304765332;PUBLICIS ETOILE-AXONE, PUBLICIS VICOM, FCA ! BMZ, 133;2017.0;500 à 999 salariés;41.0;PUBLICIS CONSEIL;nan
464;305007585;;2017.0;500 à 999 salariés;41.0;HOPITAL PRIVE D'ANTONY;nan
465;305009102;;2017.0;500 à 999 salariés;41.0;nan;nan
466;305109779;;2017.0;500 à 999 salariés;41.0;nan;nan
467;305207169;ORANO CYCLE;2017.0;2 000 à 4 999 salariés;51.0;ORANO CYCLE;nan
468;305321929;;2017.0;500 à 999 salariés;41.0;nan;nan
469;305394397;;2017.0;500 à 999 salariés;41.0;ROCKWOOL FRANCE SAS;nan
470;305690158;;2017.0;500 à 999 salariés;41.0;nan;nan
471;305823296;M&L;2017.0;500 à 999 salariés;41.0;LABORATOIRES M&L;nan
472;305898595;;2017.0;500 à 999 salariés;41.0;2FC+NET;nan
473;306138900;;2017.0;1 000 à 1 999 salariés;42.0;DECATHLON;nan
474;306522665;EUROFIL BY AVIVA;2017.0;500 à 999 salariés;41.0;nan;nan
475;307378489;;2017.0;500 à 999 salariés;41.0;nan;nan
476;308077635;;2017.0;2 000 à 4 999 salariés;51.0;KEOLIS LYON;nan
477;308197185;;2017.0;500 à 999 salariés;41.0;IPSEN PHARMA;nan
478;308435460;;2017.0;500 à 999 salariés;41.0;LES RÉSIDENCES SOCIÉTÉ ANONYME D'HABITATIONS À LOYER MODÉRÉ;nan
479;308973239;;2017.0;500 à 999 salariés;41.0;SECURITAS TRANSPORT AVIATION SECURITY SAS;nan
480;309064947;;2017.0;500 à 999 salariés;41.0;nan;nan
481;309065043;;2017.0;500 à 999 salariés;41.0;nan;nan
482;309073625;;2017.0;1 000 à 1 999 salariés;42.0;TRANSPORTS EN COMMUN DE L AGGLOMERATION ROUENNAISE;nan
483;309755387;;2017.0;500 à 999 salariés;41.0;nan;nan
484;309812840;;2017.0;1 000 à 1 999 salariés;42.0;SERVICE NETTOYAGE ET MANUTENTION;nan
485;309835478;;2017.0;500 à 999 salariés;41.0;EFFI SERVICE;nan
486;309954006;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
487;310370754;;2017.0;500 à 999 salariés;41.0;METTLER TOLEDO SAS;nan
488;310391503;;2017.0;500 à 999 salariés;41.0;LDC BOURGOGNE;nan
489;310601687;;2017.0;500 à 999 salariés;41.0;COUGNAUD CONSTRUCTION;nan
490;310850342;;2017.0;500 à 999 salariés;41.0;nan;nan
491;310923008;SODEXO EN FRANCE;2017.0;500 à 999 salariés;41.0;SODEXO EN FRANCE;nan
492;311043194;;2017.0;500 à 999 salariés;41.0;HERTA;nan
493;311248637;GRAS SAVOYE RHONE ALPES AUVERGNE - GRAS SAVOYE MEDITERRANEE - GRAS SAVOYE NORD - GRAS SAVOYE CREDIT;2017.0;500 à 999 salariés;41.0;GRAS SAVOYE;nan
494;311338339;;2017.0;500 à 999 salariés;41.0;AXA ASSISTANCE FRANCE;nan
495;311567416;;2017.0;500 à 999 salariés;41.0;KEOLIS TOURS;nan
496;312347362;;2017.0;500 à 999 salariés;41.0;BUNSHA;nan
497;312454838;;2017.0;500 à 999 salariés;41.0;nan;nan
498;313414062;;2017.0;500 à 999 salariés;41.0;nan;nan
499;313536898;;2017.0;500 à 999 salariés;41.0;nan;nan
500;313777997;;2017.0;500 à 999 salariés;41.0;MACO PRODUCTIONS;nan
501;313966129;;2017.0;1 000 à 1 999 salariés;42.0;SAGE;nan
502;314397670;;2017.0;500 à 999 salariés;41.0;nan;nan
503;314397696;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
504;314428186;OAPLF;2017.0;500 à 999 salariés;41.0;nan;nan
505;314684960;;2017.0;2 000 à 4 999 salariés;51.0;SOCIETE D'ECONOMIE MIXTE DES TRANSPORTS EN COMMUN DE L'AGGLO;nan
506;314722026;;2017.0;2 000 à 4 999 salariés;51.0;CONTINENTAL AUTOMOTIVE FRANCE;nan
507;314871815;;2017.0;1 000 à 1 999 salariés;42.0;TRANSPORTS DE L AGGLOMERATION DE MONTPELLIER;78481000
508;315000943;;2017.0;500 à 999 salariés;41.0;SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE SII;1121800000
509;315013359;;2017.0;1 000 à 1 999 salariés;42.0;GE MEDICAL SYSTEMS;nan
510;315065292;;2017.0;500 à 999 salariés;41.0;LA FRANCAISE DES JEUX;1802600000
511;315161141;;2017.0;500 à 999 salariés;41.0;GARRETT MOTION FRANCE;nan
512;315268664;;2017.0;1 000 à 1 999 salariés;42.0;DXC TECHNOLOGY FRANCE;nan
513;315549352;;2017.0;500 à 999 salariés;41.0;ADREXO;nan
514;315597500;;2017.0;500 à 999 salariés;41.0;nan;nan
515;315666958;;2017.0;1 000 à 1 999 salariés;42.0;CPM FRANCE;nan
516;315965269;;2017.0;500 à 999 salariés;41.0;nan;nan
517;315999201;MOILLARD;2017.0;500 à 999 salariés;41.0;nan;nan
518;316016930;;2017.0;500 à 999 salariés;41.0;nan;nan
519;316331065;;2017.0;500 à 999 salariés;41.0;LABORATOIRES MERCK SHARP & DOHME-CHIBRET;nan
520;317032779;;2017.0;500 à 999 salariés;41.0;nan;nan
521;317082907;;2017.0;500 à 999 salariés;41.0;nan;nan
522;317099679;;2017.0;500 à 999 salariés;41.0;GALDERMA RESEARCH & DEVELOPMENT;nan
523;317193860;;2017.0;500 à 999 salariés;41.0;KEOLIS ANGERS;nan
524;317236248;;2017.0;500 à 999 salariés;41.0;nan;nan
525;317358380;;2017.0;1 000 à 1 999 salariés;42.0;AGCO S.A.S.;nan
526;317425981;"PSA FINANCE FRANCE ; FREE2MOVE LEASE ; SOFIRA";2017.0;500 à 999 salariés;41.0;nan;nan
527;317705226;;2017.0;500 à 999 salariés;41.0;EMC COMPUTER SYSTEMS FRANCE;nan
528;317750818;;2017.0;500 à 999 salariés;41.0;nan;nan
529;318246899;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
530;318732880;;2017.0;500 à 999 salariés;41.0;AKKA I&S;nan
531;318826187;;2017.0;500 à 999 salariés;41.0;PRISMA MEDIA;nan
532;319060075;;2017.0;500 à 999 salariés;41.0;SPIE ICS;nan
533;319137576;;2017.0;500 à 999 salariés;41.0;PIERRE FABRE DERMO-COSMETIQUE;nan
534;319159877;;2017.0;1 000 à 1 999 salariés;42.0;THALES LAS FRANCE SAS;nan
535;319378832;;2017.0;500 à 999 salariés;41.0;BNP PARIBAS ASSET MANAGEMENT FRANCE;nan
536;319416756;;2017.0;500 à 999 salariés;41.0;INSTITUT DE RECHERCHES INTERNATIONALES SERVIER IRIS;nan
537;319632790;;2017.0;500 à 999 salariés;41.0;ARKEMA FRANCE;nan
538;319851408;;2017.0;2 000 à 4 999 salariés;51.0;SOCIETE DE VEHICULES AUTOMOBILES DE BATILLY;nan
539;320153398;;2017.0;500 à 999 salariés;41.0;CLINIQUE DE L'UNION;nan
540;320252489;BPIFRANCE;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
541;320342264;;2017.0;500 à 999 salariés;41.0;nan;nan
542;320442726;;2017.0;500 à 999 salariés;41.0;MC CAIN ALIMENTAIRE;nan
543;320443393;;2017.0;500 à 999 salariés;41.0;ARCONIC FIXATIONS SIMMONDS SAS;nan
544;320662612;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
545;320991466;;2017.0;500 à 999 salariés;41.0;nan;nan
546;321006892;;2017.0;1 000 à 1 999 salariés;42.0;BOUYGUES BATIMENT GRAND OUEST;nan
547;321164626;;2017.0;500 à 999 salariés;41.0;PARISOT;nan
548;321165045;;2017.0;500 à 999 salariés;41.0;EPTA FRANCE SA;nan
549;321616914;;2017.0;500 à 999 salariés;41.0;nan;nan
550;322306440;;2017.0;2 000 à 4 999 salariés;51.0;DASSAULT SYSTEMES;3477400000
551;323077867;SOCIETE CENTRALE DES ENTREPRISES SEGEX;2017.0;500 à 999 salariés;41.0;SEGEX;nan
552;323140392;;2017.0;500 à 999 salariés;41.0;nan;nan
553;323317032;;2017.0;500 à 999 salariés;41.0;nan;nan
554;323379040;;2017.0;500 à 999 salariés;41.0;nan;nan
555;323438028;;2017.0;500 à 999 salariés;41.0;LA TOQUE ANGEVINE;nan
556;323438515;;2017.0;500 à 999 salariés;41.0;nan;nan
557;323650945;;2017.0;500 à 999 salariés;41.0;nan;nan
558;323686691;;2017.0;500 à 999 salariés;41.0;nan;nan
559;323768283;;2017.0;500 à 999 salariés;41.0;nan;nan
560;323932236;;2017.0;500 à 999 salariés;41.0;nan;nan
561;324095884;;2017.0;1 000 à 1 999 salariés;42.0;EURO DEFENSE SERVICE E.D.S.;nan
562;324103829;;2017.0;500 à 999 salariés;41.0;SPIE INFOSERVICES;nan
563;324286319;;2017.0;500 à 999 salariés;41.0;HACHETTE FILIPACCHI ASSOCIES;nan
564;325307106;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
565;325520898;MOBALPA - TIPI - DELPHA - AXESS - MISE EN SCENE - PERENE - DOMACTIS - DELPHY;2017.0;500 à 999 salariés;41.0;FOURNIER;nan
566;325685139;;2017.0;500 à 999 salariés;41.0;AXON CABLE;149358000
567;325720720;;2017.0;1 000 à 1 999 salariés;42.0;STAUBLI FAVERGES;812967000
568;325793826;;2017.0;500 à 999 salariés;41.0;SOCIETE D ECONOMIE MIXTE DES TRANSPORTS EN COMMUN DE L AGGLO;nan
569;325820751;SALOMON;2017.0;500 à 999 salariés;41.0;SALOMON S.A.S.;nan
570;325821072;NTN-SNR;2017.0;1 000 à 1 999 salariés;42.0;NTN-SNR ROULEMENTS;nan
571;325932994;;2017.0;500 à 999 salariés;41.0;nan;nan
572;326094471;;2017.0;2 000 à 4 999 salariés;51.0;SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;nan
573;326180544;;2017.0;500 à 999 salariés;41.0;SOCIETE MEDITERRANEENNE DE NETTOIEMENT SAS;nan
574;326300159;;2017.0;1 000 à 1 999 salariés;42.0;TELEVISION FRANCAISE 1;4576600000
575;326784709;;2017.0;500 à 999 salariés;41.0;SCHMIDT GROUPE;nan
576;326820065;;2017.0;2 000 à 4 999 salariés;51.0;SOPRA STERIA GROUP;4095300000
577;327155099;;2017.0;500 à 999 salariés;41.0;LA RATIONNELLE NETTOYAGE INDUSTRIEL;nan
578;327733184;;2017.0;1 000 à 1 999 salariés;42.0;MICROSOFT FRANCE;nan
579;327733432;ISAGRI AGIRIS TERRE-NET SO'NEO;2017.0;500 à 999 salariés;41.0;ISAGRI;nan
580;327917118;OCTOPUS SECURITE;2017.0;1 000 à 1 999 salariés;42.0;SNGST;nan
581;327948907;;2017.0;500 à 999 salariés;41.0;GE HYDRO FRANCE;nan
582;327991774;;2017.0;500 à 999 salariés;41.0;CANON BRETAGNE;nan
583;328031042;;2017.0;500 à 999 salariés;41.0;HORIBA ABX SAS;nan
584;328427075;;2017.0;500 à 999 salariés;41.0;LIMPA NETTOYAGES;nan
585;328621586;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
586;328899042;;2017.0;1 000 à 1 999 salariés;42.0;COLAS NORD PICARDIE;nan
587;328931613;;2017.0;500 à 999 salariés;41.0;MAIN SECURITE;nan
588;329035422;;2017.0;500 à 999 salariés;41.0;M.B.K. INDUSTRIE;nan
589;329211734;;2017.0;500 à 999 salariés;41.0;SOCIETE D'EDITION DE CANAL PLUS;nan
590;329426340;;2017.0;500 à 999 salariés;41.0;ENTREPRISE VALERIAN;nan
591;329450738;NATIXIS AM - NATIXIS GLOBAL AM - NATIXIS GLOBAL ASSET MANAGEMENT -;2017.0;500 à 999 salariés;41.0;OSTRUM ASSET MANAGEMENT;nan
592;330139403;;2017.0;500 à 999 salariés;41.0;GOODYEAR FRANCE;nan
593;330565334;;2017.0;500 à 999 salariés;41.0;nan;nan
594;330715368;;2017.0;500 à 999 salariés;41.0;nan;nan
595;330730771;BAREP;2017.0;500 à 999 salariés;41.0;EIFFAGE ENERGIE SYSTEMES - CLEMESSY SERVICES;nan
596;331089474;;2017.0;500 à 999 salariés;41.0;nan;nan
597;331310870;;2017.0;500 à 999 salariés;41.0;INDUSTEEL FRANCE;nan
598;331312108;;2017.0;500 à 999 salariés;41.0;VALEO SYSTEMES THERMIQUES;nan
599;331377036;BOARDRIDERS GROUP;2017.0;500 à 999 salariés;41.0;NA PALI;nan
600;331596270;;2017.0;500 à 999 salariés;41.0;nan;nan
601;331620096;DILLINGER FRANCE;2017.0;500 à 999 salariés;41.0;DILLINGER FRANCE;nan
602;331930081;;2017.0;500 à 999 salariés;41.0;LABORATOIRES EXPANSCIENCE;nan
603;332875913;;2017.0;500 à 999 salariés;41.0;nan;nan
604;333352524;;2017.0;500 à 999 salariés;41.0;nan;nan
605;333491066;;2017.0;500 à 999 salariés;41.0;nan;nan
606;334171113;;2017.0;500 à 999 salariés;41.0;nan;nan
607;334240033;;2017.0;500 à 999 salariés;41.0;GREVIN ET COMPAGNIE;nan
608;334736147;;2017.0;500 à 999 salariés;41.0;ERICSSON FRANCE;nan
609;334835709;;2017.0;500 à 999 salariés;41.0;LYNRED;nan
610;335092318;;2017.0;1 000 à 1 999 salariés;42.0;ORACLE FRANCE;nan
611;335146312;;2017.0;500 à 999 salariés;41.0;ABB FRANCE;nan
612;335278578;;2017.0;500 à 999 salariés;41.0;GROUPE APR;nan
613;337180160;;2017.0;500 à 999 salariés;41.0;POLYCLINIQUE DE COURLANCY;166120000
614;337545941;;2017.0;500 à 999 salariés;41.0;nan;nan
615;337621841;;2017.0;1 000 à 1 999 salariés;42.0;RICOH FRANCE;nan
616;338112733;;2017.0;1 000 à 1 999 salariés;42.0;PRICEWATERHOUSECOOPERS ADVISORY;nan
617;338154610;;2017.0;500 à 999 salariés;41.0;COOPERATIVE AGRICOLE LAITIERE LES MAITRES LAITIERS DU COTENT;nan
618;338246317;;2017.0;1 000 à 1 999 salariés;42.0;PROSEGUR SECURITE HUMAINE;nan
619;338460017;;2017.0;500 à 999 salariés;41.0;GLAXOSMITHKLINE BIOLOGICALS;nan
620;338481955;;2017.0;2 000 à 4 999 salariés;51.0;SAFRAN HELICOPTER ENGINES;nan
621;338695869;;2017.0;1 000 à 1 999 salariés;42.0;MUREX;nan
622;338723919;;2017.0;500 à 999 salariés;41.0;nan;nan
623;339012452;;2017.0;500 à 999 salariés;41.0;METROPOLE TELEVISION;1421400000
624;339105553;;2017.0;500 à 999 salariés;41.0;SAINT-GOBAIN DISTRIBUTION BÂTIMENT FRANCE S.A.S;nan
625;339196685;;2017.0;500 à 999 salariés;41.0;GRAND HOTEL INTER.CONTINENTAL PARIS;nan
626;339447534;;2017.0;1 000 à 1 999 salariés;42.0;ISOR;nan
627;339488777;;2017.0;500 à 999 salariés;41.0;GAMBRO INDUSTRIES;nan
628;339718421;;2017.0;1 000 à 1 999 salariés;42.0;ATALIAN PROPRETE ILE DE FRANCE;nan
629;339750226;;2017.0;500 à 999 salariés;41.0;SODEXO HYGIENE ET PROPRETE;nan
630;339766867;;2017.0;500 à 999 salariés;41.0;nan;nan
631;339812059;;2017.0;500 à 999 salariés;41.0;nan;nan
632;340035526;;2017.0;1 000 à 1 999 salariés;42.0;KEOLIS RENNES;nan
633;340234962;;2017.0;500 à 999 salariés;41.0;nan;nan
634;340373687;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
635;340427616;;2017.0;500 à 999 salariés;41.0;nan;nan
636;340641216;DERICHEBOURG ATIS AERONAUTIQUE;2017.0;1 000 à 1 999 salariés;42.0;DERICHEBOURG ATIS AERONAUTIQUE;nan
637;340709534;;2017.0;500 à 999 salariés;41.0;OBERTHUR TECHNOLOGIES;nan
638;341039105;;2017.0;500 à 999 salariés;41.0;ECOLAB PEST FRANCE SAS;nan
639;341095735;;2017.0;500 à 999 salariés;41.0;RICOH INDUSTRIE FRANCE;nan
640;341100592;;2017.0;500 à 999 salariés;41.0;D P S A ILE DE FRANCE SA - ENTREPRISE PRIVEE DE SECURITE;nan
641;341152395;;2017.0;2 000 à 4 999 salariés;51.0;CHALLANCIN PREVENTION ET SECURITE;nan
642;341192227;;2017.0;500 à 999 salariés;41.0;ITM ALIMENTAIRE INTERNATIONAL;nan
643;341429488;;2017.0;500 à 999 salariés;41.0;ICTS FRANCE;nan
644;341459386;;2017.0;1 000 à 1 999 salariés;42.0;STMICROELECTRONICS SA;nan
645;341737062;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
646;341749349;MAHOLA HOTESSES;2017.0;500 à 999 salariés;41.0;MAHOLA HOTESSES;nan
647;341785632;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
648;342012390;;2017.0;500 à 999 salariés;41.0;CONSTRUCTION NAVALE BORDEAUX;nan
649;342192150;;2017.0;500 à 999 salariés;41.0;VALEO SYSTEMES D'ESSUYAGE;nan
650;342386232;;2017.0;500 à 999 salariés;41.0;nan;nan
651;342874617;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
652;343059564;;2017.0;2 000 à 4 999 salariés;51.0;SOCIETE FRANCAISE DU RADIOTELEPHONE - SFR;nan
653;343088134;;2017.0;1 000 à 1 999 salariés;42.0;VINCI CONSTRUCTION GRANDS PROJETS;748734000
654;343115135;GROUPAMA ASSURANCES MUTUELLES;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
655;343207916;;2017.0;500 à 999 salariés;41.0;nan;nan
656;343262622;LIDL;2017.0;500 à 999 salariés;41.0;nan;nan
657;343286183;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
658;343321618;;2017.0;1 000 à 1 999 salariés;42.0;TORANN - FRANCE;nan
659;343485116;;2017.0;500 à 999 salariés;41.0;SNC DE L'HOTEL DABICAM PARIS;nan
660;343688016;CCEP FRANCE;2017.0;1 000 à 1 999 salariés;42.0;COCA-COLA EUROPEAN PARTNERS FRANCE;nan
661;343902136;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
662;343952859;;2017.0;500 à 999 salariés;41.0;SUD SERVICE;nan
663;343958138;;2017.0;500 à 999 salariés;41.0;nan;nan
664;344077672;;2017.0;500 à 999 salariés;41.0;nan;nan
665;344122262;;2017.0;500 à 999 salariés;41.0;INFOTEL CONSEIL;nan
666;344347232;;2017.0;500 à 999 salariés;41.0;ORIL INDUSTRIE;nan
667;344496252;;2017.0;2 000 à 4 999 salariés;51.0;AMADEUS;nan
668;344636477;GSF OCCITANIA;2017.0;500 à 999 salariés;41.0;GSF ATLANTIS;nan
669;344748041;MYMILLEIS;2017.0;500 à 999 salariés;41.0;nan;nan
670;344810825;PARIS HABITAT;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
671;345006027;;2017.0;500 à 999 salariés;41.0;SECURITAS DIRECT SAS;nan
672;345130488;;2017.0;500 à 999 salariés;41.0;CARREFOUR PROXIMITE FRANCE;nan
673;345155337;;2017.0;500 à 999 salariés;41.0;nan;nan
674;345197552;;2017.0;2 000 à 4 999 salariés;51.0;ALINEA;nan
675;347384570;;2017.0;500 à 999 salariés;41.0;nan;nan
676;347490070;;2017.0;500 à 999 salariés;41.0;GRAND PARC DU PUY DU FOU;103023000
677;347555559;;2017.0;500 à 999 salariés;41.0;nan;nan
678;347570350;;2017.0;500 à 999 salariés;41.0;nan;nan
679;347662454;;2017.0;1 000 à 1 999 salariés;42.0;SOCIETE LOUIS VUITTON SERVICES;nan
680;347902587;;2017.0;1 000 à 1 999 salariés;42.0;LABEYRIE;nan
681;347939415;;2017.0;500 à 999 salariés;41.0;IQVIA OPÉRATIONS FRANCE SAS;nan
682;348006446;;2017.0;1 000 à 1 999 salariés;42.0;ERNST & YOUNG ADVISORY;nan
683;348607417;;2017.0;5 000 à 9 999 salariés;52.0;ALTEN;2269880000
684;349069047;;2017.0;500 à 999 salariés;41.0;nan;nan
685;349166561;;2017.0;500 à 999 salariés;41.0;CISCO SYSTEMS FRANCE;nan
686;349357343;;2017.0;1 000 à 1 999 salariés;42.0;FIGEAC AERO;372014000
687;349505370;;2017.0;2 000 à 4 999 salariés;51.0;SANOFI PASTEUR;nan
688;349942458;;2017.0;1 000 à 1 999 salariés;42.0;GE ENERGY PRODUCTS FRANCE SNC;nan
689;349974931;;2017.0;500 à 999 salariés;41.0;CREDIT COOPERATIF;nan
690;350050589;;2017.0;500 à 999 salariés;41.0;SEPUR;nan
691;350665022;;2017.0;500 à 999 salariés;41.0;nan;nan
692;350693586;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
693;350834297;CONCENTRIX FRANCE;2017.0;500 à 999 salariés;41.0;nan;nan
694;351005582;;2017.0;2 000 à 4 999 salariés;51.0;SOCIETE EUROPEENNE DE VEHICULES LEGERS DU NORD SEVEL NORD;nan
695;351111166;;2017.0;500 à 999 salariés;41.0;nan;nan
696;351140231;;2017.0;500 à 999 salariés;41.0;nan;nan
697;351151196;;2017.0;500 à 999 salariés;41.0;GIE AXA SERVICES FRANCE;nan
698;351347232;;2017.0;500 à 999 salariés;41.0;nan;nan
699;351359021;;2017.0;500 à 999 salariés;41.0;CENTRE MEDICO-CHIRURGICAL DU MANS;nan
700;351528229;;2017.0;1 000 à 1 999 salariés;42.0;DELL.;nan
701;351630371;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
702;351804042;DEXIA;2017.0;500 à 999 salariés;41.0;DEXIA CREDIT LOCAL;nan
703;351825419;;2017.0;500 à 999 salariés;41.0;nan;nan
704;351867692;;2017.0;500 à 999 salariés;41.0;nan;nan
705;352033914;;2017.0;500 à 999 salariés;41.0;MC2I GROUPE - CONSEIL EN SYSTEMES D'INFORMATION;nan
706;352050512;SAFRAN NACELLES;2017.0;1 000 à 1 999 salariés;42.0;SAFRAN NACELLES;nan
707;352170013;;2017.0;1 000 à 1 999 salariés;42.0;EXXONMOBIL CHEMICAL FRANCE;nan
708;352256424;;2017.0;500 à 999 salariés;41.0;ARVAL SERVICE LEASE;nan
709;352383715;;2017.0;5 000 à 9 999 salariés;52.0;AIRBUS HELICOPTERS;nan
710;352529499;;2017.0;500 à 999 salariés;41.0;ATLANTIC INDUSTRIE;nan
711;352649339;;2017.0;500 à 999 salariés;41.0;nan;nan
712;352876197;;2017.0;500 à 999 salariés;41.0;SAFRAN ENGINEERING SERVICES;nan
713;352905707;;2017.0;1 000 à 1 999 salariés;42.0;AUSY;nan
714;353150261;MODIS;2017.0;500 à 999 salariés;41.0;MODIS FRANCE;nan
715;353296445;;2017.0;500 à 999 salariés;41.0;nan;nan
716;353513450;;2017.0;500 à 999 salariés;41.0;DERET LOGISTIQUE;nan
717;353522204;;2017.0;1 000 à 1 999 salariés;42.0;ASSISTANCE AERONAUTIQUE ET AEROSPATIALE;187568000
718;353534506;;2017.0;500 à 999 salariés;41.0;AXA INVESTMENT MANAGERS PARIS;nan
719;353735657;;2017.0;500 à 999 salariés;41.0;EUROSPORT;nan
720;353786841;;2017.0;500 à 999 salariés;41.0;nan;nan
721;353861909;;2017.0;500 à 999 salariés;41.0;SQLI;231981000
722;353944093;;2017.0;500 à 999 salariés;41.0;THE MARKETINGROUP;nan
723;356000000;;2017.0;2 000 à 4 999 salariés;51.0;LA POSTE;nan
724;356500595;;2017.0;500 à 999 salariés;41.0;TOURRES ET CIE VERRERIES DE GRAVILLE;nan
