project_denomination;page_nb;page_text;rse_label
scaouest;11;"2019 - Déclaration de Performance Extra Financière SCAOuest
11
LA POLITIQUE
SOCIALE";0
scaouest;12;"2019 - Déclaration de Performance Extra Financière SCAOuest
2018
2017
12
Licenciement 8
Pérenniser les emplois durables
8 8 6
2017
34
27
2017
La SCAOuest favorise les embauches en CDI. Sur les périodes de congés, la SCAOuest recrute des CDD saisonniers (principalement des étudiants) en favorisant les personnes qui souhaitent revenir. De plus, le recours à l’intérim est limité.
Effectif moyen mensuel ETP3
725 en 2018
Embauches5 (prend en compte les CDD saisonniers
Nombre d’embauches en CDI7
Contrat initial transformé en CDI
Contrat initial CDI
Taux d’absentéisme8
3 Effectif moyen mensuel équivalent temps plein (ETP): horaire de base annuel du salarié ÷ horaire de base annuel d’un salarié à temps complet (indicateur nouvellement intégré) 4 Effectif total : nombre de personnes travaillant pour l’organisation au 31/12 (personnes sous contrat et intérimaires) – donnée fortement impactée par la présence de CDD saisonniers sur la période des congés de fin d’année.(dont 1 intérimaire en 2018 et 2 intérimaires en 2017) 5 Embauches : les contrats CDD transformés en CDI ne sont pas comptabilisés dans cet indicateur 6 Départs : dont contrats saisonniers 7 Nombre d’embauches en CDI : CDI dont CDI étudiant (CDI à temps partiel pour le travail du samedi pour les salariés étudiants) - contrat initial transformé en Cdi : nombre de contrats CDD qui ont été transformés en contrat CDI 8 Taux d’absentéisme : L’absentéisme intègre arrêt maladie, AT, MP, maternité, paternité, congé parental, absence injustifiée, absence autorisée non payée, congé sabbatique. Non pris en compte : congé sans solde, absence pour évènement familial, mise à pied.
Effectif total au 31/124
Départs6
Fin CDD 564
7,06% en 2017
8 5 7
Démissions 86
Retraite 4
Fin de période essai 56
Autres 5
5 4 7
2018 2017
Autres 7
Fin CDD 536
715 en 2017
et CDD étudiants)
8 2 7
2018
37
15
2018
Licenciement 16
Démissions 42
Retraite 7
Fin période essai 52
7,02% en 2018";0
scaouest;13;"2019 - Déclaration de Performance Extra Financière SCAOuest
13
Permettre à nos salariés de travailler en sécurité et dans
« ZERO PRISE DE RISQUE ET ZERO ACCIDENT »
La prévention des risques se concrétise par un engagement fort dans nos actes et nos décisions, suivant trois valeurs : L’EXEMPLARITE : c’est appliquer et faire appliquer les règles de sécurité. LA VIGILANCE : c’est identifier les risques et les faire cesser. LA REACTIVITE : c’est exiger qu’une situation de risque soit traitée rapidement.
Le dispositif TMS PROS, mis en place en 2015, permet une collaboration entre les différents acteurs du site (les salariés, Services Santé, Sécurité, Maintenance, RH et l’encadrement de proximité) et la direction. Ensemble, ils participent au dépistage des Troubles Musculo-Squelettiques (TMS). L’objectif de cette démarche est de mettre en place des plans d’actions issus de l’analyse des postes de travail dans le but d’améliorer la qualité de vie au travail.
Les plans d’actions s’orientent sur plusieurs axes: Les achats: filmeuses automatiques fixes ou mobiles, gerbeurs, transpalettes électriques à fourches élevables, dépalettiseurs pour faciliter les manutentions, amélioration des EPI, test de nouveaux matériels; La formation: un déploiement de la pratique des éveils musculaires est également en cours sur les dépôts (dépôts 3, 4, 6 et 7), rappel des consignes; Les méthodes de travail: la réorganisation des emplacements de matériel afin d‘optimiser les déplacements à pied, les demandes informatiques, propositions d’amélioration auprès des fournisseurs et modification de certains matériels…
de bonnes conditions de travail
NOTRE OBJECTIF";0
scaouest;14;"2019 - Déclaration de Performance Extra Financière SCAOuest
AT
340,5
2017
14
AT
Jours d’absence pour Accident de Travail (AT) et Maladies Professionnelles (MP) 9
2018
Accidents10
Accident de trajet 11
AT sans arrêt
AT avec arrêt
9 Jours AT et MP : AT antérieurs (AT ayant eu lieu avant l’année concernée mais arrêt toujours en cours ou rechute sur l’année N+1) – Base de calcul des jours selon la Sécurité Sociale (calcul en jours calendaires) 10 Accident : nombre d’accidents mortels ou non survenus au cours ou à cause du travail y compris les accidents de trajet 11 Taux de Gravité (Tg) : nombre de jours pour incapacité temporaire suite à un accident de travail avec arrêt ou une maladie professionnelle par milliers d’heures effectuées par l’effectif total 12 Taux de Fréquence (Tf) : nombre d’accidents du travail ou de maladies professionnelles avec arrêt supérieur à un jour par million d’heures effectuées par l’effectif total
MP 142,5
antérieurs
MP antérieur 439
Accident de trajet 8 AT sans arrêt 8
AT avec arrêt 73
MP 334
2018
2 7 0 7 , , 0 4 7 6
2018 2017
2017
AT 1855
antérieurs 1874
MP antérieur 287,5
1 1
2017
AT 1953
2875 jours d’absence
pour AT et MP en 2018
8
82
2018
Taux de Gravité (Tg)11
4350,50 jours d’absence
pour AT et MP en 2017
Maladies Professionnelles
Taux de Fréquence (Tf)12
1 8 , 6 3 4 , 2
2018 2017";0
scaouest;15;"2019 - Déclaration de Performance Extra Financière SCAOuest
2018
2017
15
Lutter contre les discriminations
70 60
Pyramide des âges
Répartition homme/femme
Homme; 68,59
Femme; 31,41
2018
(pourcentage)
> 55 ans
entre 40 et 55 ans
entre 25 et 40 ans
< 25 ans
La SCAOuest s’engage en faveur de la promotion de l’égalité professionnelle et réaffirme son attachement au respect du principe de non-discrimination entre les femmes et les hommes. Elle reconnait que la mixité dans les emplois à tous les niveaux est source de complémentarité, d’équilibre social et d’efficacité économique.
Egalité Homme/Femme
La SCAOuest est consciente de l’enjeu que constitue l’égalité professionnelle entre hommes et femmes. Dans le respect des dispositions légales, elle a anticipé, a déterminé et a fixé des objectifs spécifiques pour préserver l’égalité. Des objectifs de progression sont fixés dans 4 domaines: l’embauche, les conditions de travail, la rémunération et la classification professionnelle.
263 262 248 251 164 185
Homme; 69,79
Femme; 30,21
2017";0
scaouest;16;"2019 - Déclaration de Performance Extra Financière SCAOuest
4.56% en 2018
16
L’emploi et l’insertion des personnes en situation de handicap
Taux d’emploi direct de personnes en situation de handicap13
La SCAOuest a signé un contrat avec un ESAT 14. La SCAOuest veille à la bonne insertion des personnes en situation de handicap, par exemple, un interprète était présent lors de phases de mise en place des éveils musculaires pour lesquels des personnes sourdes étaient présentes.
La SCAOuest organise le travail de ses équipes en fonction des besoins de chaque service, de chaque dépôt. Les salariés sont donc répartis entre des équipes en 2x8, des équipes du matin, de l’après-midi, de nuit, des équipes régulières et des équipes de journée
13 Taux d’emploi direct de personnes en situation de handicap : proportion de salarié dont le handicap a été reconnu administrativement (en cours de validité ou en cours de renouvellement) 14 ESAT : Etablissement et Service d’Aide par le Travail
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2010101010101010101010101010101010101010101010101010101010101018888888888888888888888888888 enenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenen 4.23%4444444444444444444444444444444444444444..............................2222222222222222222222222222222222222222222222222333333333333333333333333333333333333333333333333333333333333%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% en 2017 %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% enenen 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20101010101010101010101010101010101010101010101010177777777777777777777
En 2018 : 48 202€
Temps PARTIEL; 7,65%
enenenenenenenenenenenenenenenenenenenenenenenenenenen
Montant des achats effectués auprès
En 2017 : 49 789€
du secteur protégé
Organisation du temps de travail
Répartition du temps de travail
Temps PLEIN; 89,65%
Temps PARTIEL; 10,34%
2018
Temps PLEIN; 92,35%
2017";0
scaouest;17;"2019 - Déclaration de Performance Extra Financière SCAOuest
En 2018 : 617 ETP
En 2017 : 18 contrats de professionnalisation
5 402.5 h en 2017 avec 954 stagiaires
17
Valoriser nos métiers
TP15
Métiers LOGISTIQUE
En 2018 : 15 contrats de professionnalisation
Métiers ADMINISTRATIF En 2018 : 49 ETP
Métiers COMMERCIAL
En 2018 : 59 ETP
En 2017 : 58 ETP
En 2017 : 46 ETP
En 2017 : 612 ETP
La SCAOuest s’engage en faveur de l’insertion et la formation des jeunes notamment aux métiers de la logistique, des méthodes et développement et du service commercial. L’accent est mis sur 6 métiers principaux: Préparateur de commandes, Technicien logistique, Assistant achats, Acheteur, Technicien de maintenance, Mécanicien. La direction est consciente de l’enjeu que constitue la transmission de son savoir et la formation des jeunes. En accueillant de nombreux jeunes par an, en alternance, apprentissage ou en stage, la SCAOuest souhaite agir pour valoriser les métiers de la Centrale.
Enfin, la SCAOuest ouvre ses portes aux écoles qui viennent y découvrir ses métiers. Depuis plus de 49 ans d’existence, la SCAOuest a tissé des liens durables avec un certain nombre d’écoles et organismes. La présence de la SCAOuest sur les Forums Emplois ou Forums d’Orientation contribue à la promotion de ses métiers.
La SCAOuest souhaite contribuer à favoriser l’adaptabilité des collaborateurs aux mutations technologiques par le développement d’une politique de formation visant à faciliter l’évolution des compétences professionnelles.
Heures de Formation16 3 092 h en 2018 avec 722 stagiaires
Les différents objectifs à atteindre sont l’anticipation de l’évolution des métiers, la promotion de la mobilité professionnelle, l’accompagnement des collaborateurs dans leur développement professionnel, l’optimisation des ressources internes et l’attraction des compétences.
15 ETP : Equivalent Temps Plein 16 Heures de Formation et nombre de stagiaires 2017 : Formation du personnel du dépôt 6 aux éveils musculaires";0
scaouest;18;"2019 - Déclaration de Performance Extra Financière SCAOuest
l’expression du collaborateur afin de
18
Être à l’écoute de nos salariés
L’entretien professionnel est un instrument majeur de la politique de gestion prévisionnelle des emplois et des compétences menée en SCAOuest.
Tous les 2 ans, la SCAOuest réalise les entretiens professionnels. Un bilan des entretiens est présenté par la Direction aux instances représentatives du personnel. Le salarié est acteur tant dans la préparation de l’entretien qu’au cours de l’entretien lui-même. Les responsables ont pour rôle d’encourager développement professionnel.
Réunions avec les représentants du personnel
Accords collectifs signés avec les représentants du personnel
favoriser son
27 en 2018
1 en 2018 dont 0 santé-sécurité
30 en 2017
3 en 2017 dont 0 santé-sécurité";0
scaouest;19;"2019 - Déclaration de Performance Extra Financière SCAOuest
19
LA PRISE EN COMPTE ENVIRONNEMENTALE";0
scaouest;20;"2019 - Déclaration de Performance Extra Financière SCAOuest
265,4
2018
20
Réduire les émissions de gaz à effet de serre
Quantité de fuites de fluides (TeqCO2)
Quantité de GES émis par notre activité17 (TeqCO2)
Suite aux Bilans Carbone déjà réalisés, les axes de travail ont porté sur deux postes d’émissions de gaz à effet de serre les plus importants pour notre activité :
Le transport Pour diminuer ses émissions, la SCAOuest a donc mis en place des actions comme l’optimisation des chargements de camions et de montages de palettes, l’achat de camions écologiquement plus performants, et des échanges réguliers avec les constructeurs afin d’œuvrer ensemble à une meilleure efficacité économique et écologique. La SCAOuest intègre la sensibilisation de son personnel routier ainsi que ses partenaires pour diminuer ses consommations et limiter son impact environnemental sans oublier le respect des règles de sécurité routière.
Les fluides frigorigènes Sur le volet « froid », la SCAOuest a décidé en 2010 de changer l’ensemble du système de production de froid pour un système CO2 cascade / eau glycolée, lui permettant de réduire de manière optimum ses émissions de gaz à effet de serre liées à la production de froid. Dans le cadre de l’évolution réglementaire, les partenaires mainteneurs ont été sensibilisés à l’importance des recherches de fuites préventives.
17 Quantité de GES émis par notre activité – émissions liées aux consommations d’électricité, de gaz, de fluides frigorigènes et de gasoil non routier sur le site de la SCAOuest et aux consommations de gasoil pour le fret sortant (opéré en propre et externalisé (donnée estimée par extrapolation pour 11% du fret sortant), le fret entrant n’est pas pris en compte.
2017 8775,02 Teq CO2
Soit une SoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoititititititititititititititititititititititititititititititit u u u u u u u u u u u u u u u u u u u u u u u u u unenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenene
49.65% 4949494949494949494949494949494949494949494949494949494949494949.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.6.65%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%5%
2018 8118,17 Teq CO2
Soit une réduction de SoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoSoitititititititititititititititititititititititititit u u u u u u u u u u u u u u u u u unenenenenenenenenenenenenenenenenenenenenenenene r r r r r r r r r r r r r r r r r r rédédédédédédédédédédédédédédédédédédédédédédédédéducucucucucucucucucucucucucucucucucucucucucucucuctitititititititititititititititititititititititititiononononononononononononononononononononononon d d d d d d d d d d d d d d d d d d d d d de e e e e e e e e e e e e e e e e e e e e 7,49% 7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,494949494949494949494949494949494949494949494949% % % % % % % % % % % % % % % % % % % % % % % %
réduction de rérérérérérérérérérérérérérérérérérérérérérérérérérérérérérérérérérérérédudududududududududududududududududududududududududududududududuductctctctctctctctctctctctctctctctctctctctctctctctctctioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioion n n n n n n n n n n n n n n n n n n n n n n n n n dedededededededededededededededededededededededededededededededededede
444,7
2017";0
